\	3096.446777	5050.761230
52.941884	53.200925	3
\	2081.218262	2791.878174
53.226404	53.506677	2
\	7131.979980	8451.776367
53.799690	54.109689	3
\	2131.979736	2791.878174
54.029004	54.772152	1
\	3401.015381	4949.238281
54.160648	54.423934	3
\	2081.218262	2791.878174
54.449414	54.598043	3
\	2233.502441	2842.639648
54.912289	55.213795	2
\	7106.599121	8527.918945
55.099138	55.578999	1
\	3426.395996	4949.238281
55.307219	55.557766	3
\	2182.740967	2715.735840
55.566260	55.757355	3
\	2182.740967	2791.878174
55.791327	56.152285	2
\	6827.411133	8045.685547
55.863519	56.007902	3
\	2233.502441	2690.355225
56.029135	56.245709	3
\	2106.598877	2817.258789
56.075847	56.496257	1
\	3375.634521	4898.477051
56.135299	58.220361	4
\	1395.939087	8426.395508
57.052556	57.536664	1
\	3375.634521	4949.238281
57.230912	57.400774	3
\	2182.740967	2817.258789
57.642828	57.850910	3
\	2157.360352	2715.735840
58.126936	58.292552	8
\	3375.634521	6903.553223
58.275566	58.560085	3
\	2005.076172	2791.878174
58.292552	58.997481	1
\	3350.253906	4949.238281
58.925290	59.129125	3
\	2157.360352	2842.639648
59.069673	59.307480	2
\	6852.791992	8324.873047
59.672685	59.910492	3
\	2208.121826	2741.116699
59.834054	59.994558	1
\	3223.350342	4923.857910
